SourceRowIndex,Building#,ID,BuildingHeight,BuildingWidth,Altitude,AveNoise,temp,prec,win,NestCount,HigherNestCount,Split
531,Xingguanghua Residential Area B Building 12,10638,18.0,70.0,1066.0,48.0,16.37,24.5,2.85,7,1,train
532,Xingguanghua Residential Area B Building 14,10638,18.0,40.0,1087.0,37.0,16.37,24.5,2.85,4,0,train
533,Xingguanghua Residential Area B Building 15,10638,18.0,40.0,1090.0,44.0,16.37,24.5,2.85,3,0,train
534,Xing'anyuan 1,11339,18.0,118.0,1089.0,56.0,14.72,55.83,2.83,6,1,train
535,Xing'anyuan 2,11339,18.0,118.0,1089.0,56.0,14.72,55.83,2.83,5,1,train
536,Xingda Community 11,11338,48.0,30.0,784.0,55.0,17.07,56.0,2.6,15,1,train
537,Xingda Community 12,11338,48.0,30.0,784.0,52.0,17.07,56.0,2.6,9,1,train
538,Xingfu Jiayuan,11138,18.0,75.0,933.0,46.0,16.65,59.67,2.42,3,0,train
539,Xiujunyuan 1,11338,15.0,50.0,781.0,52.0,16.85,56.17,2.52,4,0,train
540,Xiujunyuan 2,11338,15.0,50.0,781.0,52.0,16.85,56.17,2.52,1,0,train
541,Xiulinyuan Court,11438,18.0,25.0,739.0,45.0,17.47,60.33,2.48,7,1,train
542,Xiulin Yuan Area A,11438,18.0,34.0,769.0,44.0,17.47,60.33,2.48,6,1,train
543,Xuchan Gongsi Family Building,10638,18.0,50.0,1088.0,46.0,16.35,26.0,2.62,10,1,train
544,Xuefuyuan Court,11238,51.0,16.0,754.0,59.0,17.32,56.83,2.35,2,0,test
545,Yayuan Building 5,11438,86.0,11.0,82.0,49.0,19.68,64.33,2.32,13,1,train
546,Yayuan Building 7,11438,91.0,12.0,82.0,49.0,19.68,64.33,2.32,16,1,train
547,Yayuan Building 8,11438,77.0,13.0,82.0,85.0,19.68,64.33,2.32,8,1,train
548,Yalongwan,11738,60.0,70.0,30.0,55.0,20.08,67.17,2.65,8,1,test
549,Yandongli,12040,18.0,60.0,3.0,55.0,17.02,86.33,4.08,3,0,test
550,Yanzhu Gongyu,11438,63.0,47.0,712.0,64.0,17.52,58.83,2.53,8,1,train
551,Yangguan Zhuzhai,11138,96.0,56.0,916.0,56.0,16.63,59.33,2.43,8,1,train
552,Yangguang City Garden Building 1,11438,42.0,10.0,83.0,55.0,19.7,64.33,2.32,16,1,train
553,Yangguang City Garden Building 8,11438,70.0,10.0,83.0,51.0,19.7,64.33,2.32,7,1,train
554,Yangguang Garden Building 3,10538,33.0,100.0,1194.0,49.0,16.4,24.5,2.5,6,1,train
555,Yangguang Jiayuan 14,11840,18.0,96.0,-3.0,40.0,18.9,89.67,2.98,4,0,test
556,Yangguang Jiayuan 4,11840,18.0,65.0,-3.0,40.0,18.9,89.67,2.98,1,0,test
557,Yangguang Community 1,11338,18.0,75.0,785.0,42.0,16.82,55.0,2.48,9,1,train
558,Yangguang Community 2,11338,18.0,75.0,774.0,58.0,16.82,55.0,2.48,3,0,train
559,Yangguang Xincheng Community 1,11539,33.0,50.0,916.0,39.0,15.2,55.83,2.85,2,0,test
560,Yangguang Xincheng Community 2,11539,33.0,50.0,916.0,42.0,15.2,55.83,2.85,1,0,test
561,Yangguang Xincheng Community 3,11539,33.0,50.0,916.0,33.0,15.2,55.83,2.85,1,0,test
562,Yizhichuan South Street No.45,10436,16.0,50.0,1489.63,59.0,16.28,42.83,1.8,6,1,train
563,Yizhichuan South Street No.96 Family Quarters,10436,17.0,40.0,1471.1,49.0,16.28,42.83,1.8,7,1,train
564,Yixin Jiayuan Building 4,11538,52.0,25.0,60.0,61.0,20.17,61.67,2.43,7,1,train
565,Yixinyuan Court,11137,21.0,50.0,911.0,51.0,16.57,59.17,2.48,5,1,train
566,Ibis Hotel,10736,19.0,45.0,1337.0,52.9,15.0,60.0,2.13,4,0,train
567,Yijia Yuanshangyuan,11338,75.0,20.0,790.0,52.0,17.07,52.83,2.47,4,0,train
568,Yicun Community Building 13,11338,20.0,50.0,780.0,52.0,17.03,55.67,2.45,7,1,train
569,Yimin Xinqu (Resettlement Area),11339,18.0,70.0,1096.0,67.0,14.6,56.0,2.8,5,1,train
570,Yiheju Building 1,11241,18.0,50.0,1063.0,46.0,14.32,36.5,3.13,6,1,test
571,Yiheju Building 3,11241,18.0,50.0,1051.0,41.0,14.32,36.5,3.13,3,0,test
572,Yin'anyuan Building 15,10437,18.0,60.0,1681.45,58.0,15.03,30.0,2.5,3,0,train
573,Yin'anyuan Building 1,10437,21.5,70.0,1668.35,53.0,15.03,30.0,2.5,10,1,train
574,Yin'anyuan Building 9,10437,18.0,40.0,1675.19,68.0,15.03,30.0,2.5,4,0,train
575,Yinhao Jiayuan Building 3,11340,21.5,65.0,1060.0,50.0,14.87,46.5,3.05,6,1,test
576,Yinhao Jiayuan Building 4,11340,21.5,65.0,1063.0,54.0,14.93,47.67,2.95,4,0,test
577,Yintai Huafu Building 1-1,11438,36.0,60.0,46.0,63.0,20.18,66.5,2.37,23,1,train
578,Yintai Huafu Building 1-2,11438,36.0,60.0,46.0,68.0,20.18,66.5,2.37,12,1,train
579,Yintai Jiayuan West Area Building 12,11438,54.0,50.0,63.0,62.0,20.18,67.0,2.38,19,1,train
580,Yingjieyuan Court,11138,24.0,58.0,992.0,49.0,16.63,60.0,2.43,6,1,train
581,Yingbin No.1 Building 11,10538,18.0,10.0,1186.72,50.0,16.15,25.0,2.45,1,0,train
582,Yingbin No.1 Building 4,10538,18.0,50.0,1199.34,49.0,16.15,25.0,2.45,2,0,train
583,Yingbin No.1 Building 7,10538,18.0,50.0,1191.32,49.0,16.15,25.0,2.45,1,0,train
584,Yongfeng Street Building 24,10437,20.0,40.0,1684.45,68.0,15.03,30.0,2.5,3,0,train
585,Yongfeng Street Community Building 318,10437,9.0,30.0,1704.44,56.0,14.87,30.17,2.45,4,0,train
586,Yongfeng Street Community Building 322,10437,21.0,60.0,1699.63,49.0,14.87,30.17,2.45,3,0,train
587,Yongtai Xicheng Fengjing Building 6,11438,18.0,20.0,737.0,54.0,17.47,60.33,2.48,5,1,train
588,Yongwang Jiayuan,11640,27.0,67.0,47.0,35.0,19.52,77.17,2.45,4,0,train
589,Yongwang Jiayuan Area III,11640,30.0,56.0,49.0,35.0,19.5,76.5,2.43,17,1,train
590,Yongxing Jiayuan Building 2,10638,18.5,80.0,1094.0,50.0,16.23,25.67,2.7,3,0,train
591,Youdian Community,11138,18.0,55.0,928.0,57.0,16.77,58.0,2.48,4,0,train
592,Youhao Road Building 110,10437,12.0,60.0,1693.36,53.0,15.0,30.0,2.43,2,0,train
593,Youhao Road Building 116,10437,18.0,60.0,1695.59,50.0,15.0,30.0,2.43,4,0,train
594,Youhao Road Building 178,10437,18.0,50.0,1696.33,52.0,15.03,30.0,2.5,5,1,train
595,Youyi Street No.18 Block 31 Building,11041,18.0,50.0,1038.0,51.0,15.45,37.0,3.08,4,0,train
596,Youyi Street No.18 Block 49 Building,11041,18.0,50.0,1031.0,50.0,15.45,37.0,3.08,2,0,train
597,Youyi Street No.18 Block 50 Building,11041,18.0,50.0,1048.0,41.0,15.45,37.0,3.08,2,0,train
598,Youyi Street No.18 Block 61 Building,11041,18.0,50.0,1038.0,49.0,15.45,37.0,3.08,3,0,train
599,Youyi Street No.18 Block Fu 23 Building,11041,18.0,50.0,1036.0,49.0,15.45,37.0,3.08,2,0,train
600,Youyi Building 15,11840,15.0,38.0,12.0,55.0,18.77,87.5,2.93,1,0,test
601,Youyi Building 3,11840,15.0,8.0,12.0,55.0,18.77,87.5,2.93,1,0,test
602,Youyi Building 8,11840,15.0,38.0,12.0,55.0,18.77,87.5,2.93,1,0,test
603,Youyi Community,11241,18.0,50.0,1053.0,43.0,14.83,39.0,3.13,6,1,test
604,Youyi Community North Area Building 15,11041,18.0,50.0,1021.0,44.0,15.4,37.33,3.08,3,0,train
605,Youyi Community North Area Building 38,11041,18.5,90.0,1037.0,47.0,15.4,37.33,3.08,4,0,train
606,Youyi Community North Area Building 39,11041,18.5,120.0,1026.0,46.0,15.4,37.33,3.08,5,1,train
607,Youyi Community North Area Building 91,11041,19.0,90.0,1040.0,48.0,15.45,37.0,3.08,3,0,train
608,Youyi Community North Area Building 92,11041,19.0,90.0,1040.0,48.0,15.45,37.0,3.08,4,0,train
609,Youyi Community South Area Building 12,11041,18.0,80.0,1045.0,49.0,15.4,37.33,3.08,6,1,train
610,Youyi Community South Area Building 20,11041,18.0,80.0,1033.0,49.0,15.4,37.33,3.08,7,1,train
611,Youyi Community South Area Building 25,11041,18.5,70.0,1028.0,59.0,15.4,37.33,3.08,6,1,train
612,Youyi Community South Area Building 36,11041,19.0,90.0,1036.0,46.0,15.4,37.33,3.08,4,0,train
613,Youse Jinshu Chukou Gongsi,10237,21.0,25.0,2238.0,58.0,12.32,48.17,2.35,1,0,train
614,Yudu Garden Building 4,10538,19.0,70.0,1205.49,51.0,16.35,24.83,2.47,5,1,train
615,Yudu Garden Building 6,10538,19.0,70.0,1196.05,54.0,16.35,24.83,2.47,2,0,train
616,Yudu Garden Building 8,10538,19.0,60.0,1186.04,56.0,16.35,24.83,2.47,3,0,train
617,Yucai Road Community,11538,15.0,60.0,50.0,49.0,20.17,63.0,2.48,8,1,train
618,Yuhai Jiayuan,11740,36.0,30.0,-9.0,20.0,19.77,82.5,2.53,17,1,train
619,Yujinyuan South Area Building 2,11340,72.0,70.0,1048.0,53.0,14.87,46.33,3.03,5,1,test
620,Yujinyuan South Area Building 4-1,11340,72.0,80.0,1019.0,54.0,14.87,46.33,3.03,12,1,test
621,Yujinyuan North Area Building 1,11340,72.0,50.0,1065.0,58.0,14.92,46.33,3.05,9,1,test
622,Yujinyuan North Area Building 4-2,11340,72.0,80.0,1029.0,52.0,14.92,46.33,3.05,9,1,test
623,Yujing Huacheng Building 10,10538,18.0,50.0,1200.77,49.0,16.02,24.17,2.67,1,0,train
624,Yujing Huacheng Building 7,10538,18.0,80.0,1179.59,47.0,16.02,24.17,2.67,3,0,train
625,Yulongwan,11138,90.0,48.0,929.0,53.0,16.63,59.33,2.43,11,1,train
626,Yuanzhongyuan Building 3,11340,20.0,35.0,1032.0,60.0,14.98,49.83,3.02,6,1,test
627,Yunjinyuan Building 36,10437,45.5,60.0,1688.0,45.0,15.02,30.67,2.38,3,0,train
628,Yunqinyuan Building 9,11340,22.0,70.0,1050.0,43.0,14.93,47.67,2.95,13,1,test
629,Yunxiang Community Building 2,10436,12.0,40.0,1423.39,53.0,16.12,43.0,1.82,7,1,train
630,Zhenbaoyuan Building 1,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,2,0,train
631,Zhenbaoyuan Building 2,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,3,0,train
632,Zhenbaoyuan Building 4,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,5,1,train
633,Zhenbaoyuan Building 5,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,12,1,train
634,Zhenbaoyuan Building 6,11438,51.0,40.0,705.0,59.0,17.57,58.67,2.52,3,0,train
635,Zhengfeng Community Building 1,10638,19.0,90.0,1164.0,65.0,16.23,25.67,2.7,3,0,train
636,Zhengjiatai Community Building 3,10436,21.0,30.0,1460.56,56.0,16.3,42.83,1.8,3,0,train
637,Zhengfu Family Building,10538,24.5,100.0,1187.0,54.0,16.35,24.83,2.47,1,0,train
638,Zhijinyuan Court,10635,18.0,16.0,1127.0,50.0,17.28,71.83,1.7,1,0,train
639,Zhijinyuan 2,10635,21.0,20.0,1127.0,50.0,17.28,71.83,1.7,1,0,train
640,Zhicheng Huafu Building 10-1,11438,78.0,40.0,75.0,54.0,20.47,68.17,2.53,20,1,train
641,Zhicheng Huafu Building 10-2,11438,78.0,40.0,75.0,54.0,20.47,68.17,2.53,3,0,train
642,Zhicheng Huafu Building 7-1,11438,78.0,40.0,75.0,50.0,20.47,68.17,2.53,16,1,train
643,Zhicheng Huafu Building 7-2,11438,78.0,40.0,75.0,50.0,20.47,68.17,2.53,2,0,train
644,Zhongfang Xingyuan,12040,57.0,20.0,5.0,61.0,16.98,85.83,4.15,3,0,test
645,China Coal Museum Dormitory,11338,64.0,110.0,770.0,52.0,17.07,52.83,2.47,3,0,train
646,Zhongguo Yisilanjiao Wenquan Tang,10436,24.0,30.0,1470.0,53.0,16.3,42.83,1.8,1,0,train
647,Zhonghe Yinjie,10536,16.0,38.5,1840.0,48.0,12.45,51.33,2.08,3,0,train
648,Zhonghua Jiayuan Phase I Building 4,11241,17.0,90.0,1055.0,52.0,14.3,36.33,3.12,8,1,test
649,Zhonghua Jiayuan Phase I No.9,11241,18.5,50.0,1038.0,46.0,14.3,36.33,3.12,8,1,test
650,Zhongjing Garden,11338,58.0,60.0,758.0,50.0,17.08,54.83,2.43,5,1,train
651,Central Park,11138,96.0,70.0,946.0,55.0,16.77,59.33,2.42,4,0,train
652,Zhongyang Meiyu,11340,73.8,80.0,1056.0,59.0,15.0,48.83,3.02,9,1,test
653,Zhongyi Jiayuan Building 6,10538,32.0,70.0,1182.77,57.0,15.92,24.17,2.67,7,1,train
654,Ziruiyuan Building 2,10538,18.0,50.0,1185.44,47.0,16.35,24.83,2.47,3,0,train
655,Zuobiaocheng Area D 12,11438,42.0,30.0,771.0,53.0,17.47,60.0,2.55,5,1,train
656,Zuobiaocheng Area D 8,11438,24.0,100.0,766.0,51.0,17.47,60.0,2.55,8,1,train
